,api_uri,chair,chair_id,chair_party,chair_state,chair_uri,chamber,id,name,ranking_member_id,subcommittees,url
10,https://api.propublica.org/congress/v1/111/senate/committees/SSGA.json,Joseph I. Lieberman,L000304,I,CT,https://api.propublica.org/congress/v1/members/L000304.json,Senate,SSGA,Committee on Homeland Security and Governmental Affairs,C001035,"[{'id': 'SSGA01', 'name': 'Investigations Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSGA/subcommittees/SSGA01.json'}, {'id': 'SSGA19', 'name': 'Regulatory Affairs and Federal Management Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSGA/subcommittees/SSGA19.json'}, {'id': 'SSGA18', 'name': 'Federal Spending Oversight and Emergency Management', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSGA/subcommittees/SSGA18.json'}]",https://www.hsgac.senate.gov/
11,https://api.propublica.org/congress/v1/111/senate/committees/SLIA.json,Byron L. Dorgan,D000432,D,ND,https://api.propublica.org/congress/v1/members/D000432.json,Senate,SLIA,Committee on Indian Affairs,B001261,[],https://www.indian.senate.gov/
12,https://api.propublica.org/congress/v1/111/senate/committees/SSRA.json,Charles E. Schumer,S000148,D,NY,https://api.propublica.org/congress/v1/members/S000148.json,Senate,SSRA,Committee on Rules and Administration,B000382,[],https://www.rules.senate.gov/public/
13,https://api.propublica.org/congress/v1/111/senate/committees/SSSB.json,Mary L. Landrieu,L000550,D,LA,https://api.propublica.org/congress/v1/members/L000550.json,Senate,SSSB,Committee on Small Business and Entrepreneurship,S000663,[],https://www.sbc.senate.gov/public/
14,https://api.propublica.org/congress/v1/111/senate/committees/SSBU.json,Kent Conrad,C000705,D,ND,https://api.propublica.org/congress/v1/members/C000705.json,Senate,SSBU,Committee on the Budget,G000445,[],https://www.budget.senate.gov/
15,https://api.propublica.org/congress/v1/111/senate/committees/SSJU.json,Patrick J. Leahy,L000174,D,VT,https://api.propublica.org/congress/v1/members/L000174.json,Senate,SSJU,Committee on the Judiciary,H000338,"[{'id': 'SSJU01', 'name': 'Antitrust, Competition Policy and Consumer Rights Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSJU/subcommittees/SSJU01.json'}, {'id': 'SSJU23', 'name': 'Privacy, Technology and the Law Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSJU/subcommittees/SSJU23.json'}, {'id': 'SSJU04', 'name': 'Border Security and Immigration Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSJU/subcommittees/SSJU04.json'}, {'id': 'SSJU22', 'name': 'Crime and Terrorism Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSJU/subcommittees/SSJU22.json'}, {'id': 'SSJU21', 'name': 'Constitution Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSJU/subcommittees/SSJU21.json'}, {'id': 'SSJU25', 'name': 'Oversight, Agency Action, Federal Rights and Federal Courts', 'api_uri': 'https://api.propublica.org/congress/v1/111/senate/committees/SSJU/subcommittees/SSJU25.json'}]",https://www.judiciary.senate.gov/
16,https://api.propublica.org/congress/v1/111/senate/committees/SSVA.json,Daniel K. Akaka,A000069,D,HI,https://api.propublica.org/congress/v1/members/A000069.json,Senate,SSVA,Committee on Veterans' Affairs,B001135,[],https://www.veterans.senate.gov/
17,https://api.propublica.org/congress/v1/111/senate/committees/SLET.json,Barbara Boxer,B000711,D,CA,https://api.propublica.org/congress/v1/members/B000711.json,Senate,SLET,Select Committee on Ethics,I000055,[],https://www.ethics.senate.gov/public/
18,https://api.propublica.org/congress/v1/111/senate/committees/SLIN.json,Dianne Feinstein,F000062,D,CA,https://api.propublica.org/congress/v1/members/F000062.json,Senate,SLIN,Select Committee on Intelligence,B000611,[],https://www.intelligence.senate.gov/
19,https://api.propublica.org/congress/v1/111/senate/committees/SPAG.json,Herb Kohl,K000305,D,WI,https://api.propublica.org/congress/v1/members/K000305.json,Senate,SPAG,Special Committee on Aging,C001071,[],https://www.aging.senate.gov/
